STABR;FSCSKEY;LIBID;LIBNAME;ADDRESS;CITY;ZIP;PHONE;VISITS;LONGITUDE;LATITUDE
AK;AK0056;AK0056-002;PELICAN PUBLIC LIBRARY;166 SALMON WAY;PELICAN;99832;9077352500;4766;-136227078;57960305
AK;AK0057;AK0057-002;PETERSBURG PUBLIC LIBRARY;14 SOUTH SECOND STREET;PETERSBURG;99833;9077723349;80565;-13295473;5681128
AK;AK0058;AK0058-002;JESSIE WAKEFIELD MEMORIAL LIBRARY;207 SPRUCE DRIVE;PORT LIONS;99550;9074542288;2795;-152883859;57866332
AK;AK0061;AK0061-002;ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY;930 TOLSTOI BOULEVARD;ST. PAUL;99660;9075463334;3240;-170283949;5712614
AK;AK0064;AK0064-002;SELDOVIA PUBLIC LIBRARY;260 SELDOVIA STREET;SELDOVIA;99663;9072347662;3966;-151714654;59438738
AK;AK0065;AK0065-002;SEWARD COMMUNITY LIBRARY AND MUSEUM;239 6TH AVENUE;SEWARD;99664;9072244082;78644;-149437275;60102509
AK;AK0067;AK0067-002;SITKA PUBLIC LIBRARY;320 HARBOR DRIVE;SITKA;99835;9077478708;126417;-135334131;57049692
AK;AK0068;AK0068-002;SKAGWAY PUBLIC LIBRARY;769 STATE STREET;SKAGWAY;99840;9079832665;23424;-135313851;59457578
AK;AK0069;AK0069-002;JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY;235 NORTH BINKLEY ST.;SOLDOTNA;99669;9072624227;106405;-151072406;60492329
AK;AK0070;AK0070-002;SUTTON PUBLIC LIBRARY;11301 NORTH CHICKALOON WAY;SUTTON;99674;9078617640;20682;-148877393;6171099
AK;AK0072;AK0072-002;TALKEETNA PUBLIC LIBRARY;24645 SOUTH TALKEETNA SPUR ROAD;TALKEETNA;99676;9078617645;50605;-150082461;62298386
AK;AK0073;AK0073-002;TANANA COMMUNITY/SCHOOL LIBRARY;89 FRONT STREET;TANANA;99777;9073667356;1551;-152080839;65170496
AK;AK0074;AK0074-002;DERMOTT O`TOOLE MEMORIAL LIBRARY;707 WEST TENAKEE AVENUE;TENAKEE SPRINGS;99841;9077362248;1832;-135210892;57777428
AK;AK0075;AK0075-002;TOK COMMUNITY LIBRARY;MILE 1314 ALASKA HIGHWAY;TOK;99780;9078835623;4720;-142982127;63335579
AK;AK0077;AK0077-002;VALDEZ CONSORTIUM LIBRARY;212 FAIRBANKS DRIVE;VALDEZ;99686;9078354632;33114;-146354509;61129889
AK;AK0078;AK0078-002;WASILLA PUBLIC LIBRARY;391 NORTH MAIN STREET;WASILLA;99654;9073765913;77797;-149441433;6158298
AK;AK0080;AK0080-002;WILLOW PUBLIC LIBRARY;23557 WEST WILLOW COMMUNITY CENTER;WILLOW;99688;9078617655;34883;-150043355;61738182
AK;AK0081;AK0081-002;IRENE INGLE PUBLIC LIBRARY;124 SECOND STREET;WRANGELL;99929;9078743535;29042;-132386964;56473191
AK;AK0082;AK0082-002;AKIAK SCHOOL/COMMUNITY LIBRARY;1 KILBUCK ROAD;AKIAK;99552;9077654631;6190;-16119229;60885689
AK;AK0085;AK0085-002;FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY;MILE 5 EDGERTON HIGHWAY;KENNY LAKE;99573;9078223015;2893;-144434771;61577439
AK;AK0087;AK0087-002;KOYUK PUBLIC LIBRARY;3RD AND BIRCH STREET;KOYUK;99753;9079633971;2060;-161166658;64930677
AK;AK0091;AK0091-002;TULUKSAK SCHOOL/COMMUNITY LIBRARY;1 PHILLIP STREET;TULUKSAK;99679;9076955636;4075;-160173565;60735224
AK;AK0094;AK0094-010;TUZZY CONSORTIUM LIBRARY;5421 NORTH STAR STREET;BARROW;99723;9078524050;75856;-156745752;71300053
AK;AK0095;AK0095-002;AKIACHAK SCHOOL/COMMUNITY LIBRARY;1 MAIN STREET;AKIACHAK;99551;9078253684;14444;-161420534;60900132
AK;AK0097;AK0097-002;ESTHER GREENWALD LIBRARY;366 GARTEENI HIGHWAY;HOONAH;99829;9079453611;14832;-135441601;58108151
AK;AK0099;AK0099-002;MOOSE PASS PUBLIC LIBRARY;38100 DEPOT ROAD;MOOSE PASS;99631;9072883111;850;-149368807;60487489
AK;AK0100;AK0100-002;TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY;9127 MAIN STREET;NIKOLAI;99691;9072932427;1906;-154379787;6301305
AK;AK0101;AK0101-002;SAND POINT COMMUNITY/SCHOOL LIBRARY;123 RED COVE ROAD;SAND POINT;99661;9073832393;0;-160480725;55353509
AK;AK0102;AK0102-002;EGEGIK VILLAGE LIBRARY;289 AIRPORT ROAD;EGEGIK;99579;9072332211;350;-15736269;58202176
AK;AK0103;AK0103-002;TRAPPER CREEK PUBLIC LIBRARY;8901 EAST DEVONSHIRE DRIVE;TRAPPER CREEK;99683;9078617650;6129;-150239091;62307225
AK;AK0104;AK0104-002;HOLY CROSS COMMUNITY/SCHOOL LIBRARY;210 MAIN STREET;HOLY CROSS;99602;9074767131;1020;-158006185;62453733
AK;AK0113;AK0113-002;OUZINKIE TRIBAL MEDIA CENTER;216 THIRD STREET;OUZINKIE;99644;9076802323;3100;-152498225;57923854
AK;AK0114;AK0114-002;ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY;NO. 1 ELEMENTARY SCHOOL ROAD;ST. GEORGE;99591;9078592228;789;-169583337;56573269
AK;AK0115;AK0115-002;UNALASKA PUBLIC LIBRARY;64 ELEANOR DRIVE;UNALASKA;99685;9075815060;41379;-166529918;53870448
AK;AK0116;AK0116-002;ANIAK PUBLIC LIBRARY;270 RIVERFRONT DRIVE;ANIAK;99557;9076754435;3380;-155110515;61559455
AK;AK0117;AK0117-002;HYDER PUBLIC LIBRARY;50 MAIN STREET;HYDER;99923;2506369169;1452;-130025846;55916565
AK;AK0120;AK0120-002;INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY;101 PINE STREET;SHAGELUK;99665;9074738206;1624;-159532798;62655125
AK;AK0121;AK0121-002;BLACKWELL COMMUNITY/SCHOOL LIBRARY;100 WHITE SPRUCE TRAIL;ANVIK;99558;9076636348;1025;-160202887;62654917
AK;AK0122;AK0122-002;DAVID LOUIS COMMUNITY/SCHOOL LIBRARY;DAVID LOUIS SCHOOL BUILDING;GRAYLING;99590;9074535135;200;-160066131;62901283
AK;AK0123;AK0123-001;KLAWOCK PUBLIC LIBRARY;615 NORTH PARK STREET;KLAWOCK;99925;9077552261;0;-133098268;55554462
AK;AK0124;AK0124-002;LAKE MINCHUMINA COMMUNITY LIBRARY;123 FRONT STREET;LAKE MINCHUMINA;99757;9076743211;1520;-152313321;63882287
AK;AK0126;AK0126-002;IGIUGIG TRIBAL LIBRARY;1 AIRPORT WAY;IGIUGIG;99613;9075333211;2000;-156416252;58705374
AK;AK0127;AK0127-002;COFFMAN COVE COMMUNITY LIBRARY;108 NW DENALI ALLEY;COFFMAN COVE;99918;9073292233;5824;-132821075;5600542
AK;AK0130;AK0130-002;THORNE BAY PUBLIC LIBRARY;120 FREEMAN DRIVE;THORNE BAY;99919;9078283303;2683;-132527212;5568625
AK;AK0134;AK0134-001;WHALE PASS COMMUNITY LIBRARY;BEACH ROAD LOT 3 BLOCK 14;WHALE PASS;99950;9078465226;2521;-132951791;55929205
AK;AK0135;AK0135-001;TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER;2ND AND MAIN STREET;TOGIAK;99678;9074935566;7123;-160277271;59075869
AK;AK0136;AK0136-001;SCAMMON BAY PUBLIC LIBRARY;103 MAIN STREET;SCAMMON BAY;99662;9075585400;485;-165583168;61841926
AK;AK0137;AK0137-001;KLUKWAN COMMUNITY/SCHOOL LIBRARY;315 MISSION STREET;KLUKWAN;99827;9077675551;1398;-135894772;59399439
AK;AK0138;AK0138-002;SHIRLY JACKSON COMMUNITY LIBRARY;175 LIBRARY DR;KAKE;99830;9077853741;389;-13390822;5695791
AK;AK0139;AK0139-002;SAMUEL B. FOSS LIBRARY;1 WATERFRONT WAY;PEDRO BAY;99647;9078502225;571;-154178877;5984342
AL;AL0001;100-000;CARL ELLIOTT REGIONAL LIBRARY SYSTEM;98 18TH STREET EAST;JASPER;35501;2052212568;203058;-87274706;33833476
AL;AL0002;100-001;ARLEY PUBLIC LIBRARY;6788 COUNTY ROAD 41;ARLEY;35541;2053870129;4836;-87212402;34078477
AL;AL0005;100-004;DOUBLE SPRINGS PUBLIC LIBRARY;637 BLAKE DRIVE;DOUBLE SPRINGS;35553;2054892412;7189;-87388669;34148291
AL;AL0006;100-005;HALEYVILLE PUBLIC LIBRARY;913 20TH STREET;HALEYVILLE;35565;2054867450;9237;-8762361;34226302
AL;AL0007;100-006;JASPER PUBLIC LIBRARY;98 EAST 18TH STREET;JASPER;35501;2052218512;46320;-87286206;33832865
AL;AL0009;100-008;SUMITON PUBLIC LIBRARY;416 STATE STREET;SUMITON;35148;2056487451;4402;-87049495;33753449
AL;AL0010;101-000;CHEAHA REGIONAL LIBRARY;935 COLEMAN STREET;HEFLIN;36264;2564637125;2760;-85589062;33643807
AL;AL0011;101-001;ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY;736 COLLEGE STREET;ROANOKE;36274;3348632632;30188;-85370499;33149525
AL;AL0012;101-002;ASHLAND CITY PUBLIC LIBRARY;11 2ND AVENUE NORTH;ASHLAND;36251;2563543427;11748;-85837805;33274805
AL;AL0013;999-028;SYLACAUGA - B. B. COMER MEMORIAL LIBRARY;314 NORTH BROADWAY AVENUE;SYLACAUGA;35150;2562490961;54610;-86250722;33171817
AL;AL0014;101-004;CHEROKEE COUNTY PUBLIC LIBRARY;310 MARY STREET;CENTRE;35960;2569275838;41001;-85676378;34149417
AL;AL0015;101-005;CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY;124 NINTH AVENUE SW;CHILDERSBURG;35044;2563787239;36538;-86355697;33277698
AL;AL0016;101-006;LINCOLN PUBLIC LIBRARY;47475 US HWY 78;LINCOLN;35096;2057634080;10232;-86123227;33603831
AL;AL0017;101-007;LINEVILLE PUBLIC LIBRARY;60119 HIGHWAY 49;LINEVILLE;36266;2563965162;3568;-85754445;33310882
AL;AL0018;101-008;HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY;541 ROSS STREET;HEFLIN;36264;2564632259;6680;-85587851;33643877
AL;AL0019;101-009;OXFORD PUBLIC LIBRARY;110 EAST 6TH STREET;OXFORD;36203;2568311750;41000;-85835449;33609693
AL;AL0020;999-070;TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY;202 SOUTH STREET EAST;TALLADEGA;35160;2563624211;64220;-86099548;33433166
AL;AL0022;999-033;ABBEVILLE MEMORIAL LIBRARY;301 KIRKLAND STREET;ABBEVILLE;36310;3345852818;25067;-85250422;31567312
AL;AL0024;999-035;HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY;17 PARK STREET;HEADLAND;36345;3346932706;24685;-85341845;3135241
AL;AL0025;999-061;BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY;164 SOUTH MAIN STREET;BRUNDIDGE;36010;3347352145;12935;-85815663;31718815
AL;AL0026;999-079;OZARK - DALE COUNTY PUBLIC LIBRARY;416 JAMES STREET;OZARK;36360;3347745480;209913;-85633363;31452119
AL;AL0029;517-001;CLIO - ELTON B. STEPHENS LIBRARY;17 SCHOOL STREET;CLIO;36017;3347334858;15000;-85469537;31657268
AL;AL0030;517-003;LOUISVILLE PUBLIC LIBRARY;1951 MAIN STREET;LOUISVILLE;36048;3342665210;325;-85555253;31783934
AL;AL0031;999-077;MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY;1318 HINTON WATERS AVENUE;MIDLAND CITY;36350;3349839999;11842;-8549492;31317963
AL;AL0032;999-078;NEWTON PUBLIC LIBRARY;209 OATES DRIVE;NEWTON;36352;3342993316;5382;-85596315;31331384
AL;AL0033;517-004;CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY;45 NORTH MIDWAY STREET;CLAYTON;36016;3347753506;5751;-85449626;31881386
AL;AL0034;999-060;TROY PUBLIC LIBRARY;500 EAST WALNUT STREET;TROY;36079;3345661314;93211;-85963571;31808396
AL;AL0035;999-058;UNION SPRINGS PUBLIC LIBRARY;103 NORTH PRAIRIE STREET;UNION SPRINGS;36089;3347382760;8469;-85716194;32143452
AL;AL0037;103-001;ANDALUSIA PUBLIC LIBRARY;212 SOUTH THREE NOTCH STREET;ANDALUSIA;36420;3342226612;27991;-86482962;3130678
AL;AL0038;103-002;BRANTLEY PUBLIC LIBRARY;10 MLK DRIVE;BRANTLEY;36009;3345278624;3300;-86254862;31586676
AL;AL0039;999-034;ELBA PUBLIC LIBRARY;406 SIMMONS STREET;ELBA;36323;3348976921;24682;-86071414;31414442
AL;AL0040;103-004;GENEVA - EMMA KNOX KENAN LIBRARY;312 SOUTH COMMERCE STREET;GENEVA;36340;3346842459;17600;-85865082;31036391
AL;AL0041;999-041;ENTERPRISE PUBLIC LIBRARY;101 EAST GRUBBS STREET;ENTERPRISE;36330;3343472636;128191;-85852727;31313965
AL;AL0042;103-006;FLORALA PUBLIC LIBRARY;1214 FOURTH STREET;FLORALA;36442;3348583525;19683;-86327157;31005754
AL;AL0043;103-007;HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY;101 EAST FULTON STREET;HARTFORD;36344;3345882384;12401;-85696672;31098262
AL;AL0044;103-008;LUVERNE PUBLIC LIBRARY;148 EAST THIRD STREET;LUVERNE;36049;3343355326;25095;-86261319;31716301
AL;AL0045;103-009;OPP PUBLIC LIBRARY;1604 NORTH MAIN STREET;OPP;36467;3344936423;17183;-86255;31305442
AL;AL0046;103-010;SAMSON PUBLIC LIBRARY;200 NORTH JOHNSON STREET;SAMSON;36477;3348987806;4446;-86046009;31116742
AL;AL0047;103-011;SLOCOMB PUBLIC LIBRARY;134 SOUTH DALTON AVENUE;SLOCOMB;36375;3348869009;4125;-85593662;31107201
AL;AL0048;104-000;HORSESHOE BEND REGIONAL LIBRARY;207 NORTH WEST STREET;DADEVILLE;36853;2568259232;4625;-85765419;32831585
AL;AL0049;104-001;ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY;318 CHURCH STREET;ALEXANDER CITY;35010;2563296796;55940;-85953879;32941382
AL;AL0050;104-002;DADEVILLE PUBLIC LIBRARY;205 NORTH WEST STREET;DADEVILLE;36853;2568257820;28164;-8576542;32831564
AL;AL0051;104-003;GOODWATER PUBLIC LIBRARY;36 WEOGUFKA STREET;GOODWATER;35072;2568395741;7951;-86054171;33063714
AL;AL0052;104-004;AUBURN PUBLIC LIBRARY;749 EAST THACH AVENUE;AUBURN;36830;3345013190;194808;-85465966;32604455
AL;AL0053;104-005;OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY;200 SOUTH 6TH STREET;OPELIKA;36801;3347055380;125002;-85375884;32649131
AL;AL0054;104-006;MILLBROOK PUBLIC LIBRARY;3650 GRANDVIEW ROAD;MILLBROOK;36054;3342856688;60125;-86362231;32476804
AL;AL0055;104-007;ROCKFORD PUBLIC LIBRARY;9688 US HWY 231;ROCKFORD;35136;2563774911;1790;-8621985;32888552
AL;AL0056;104-008;TALLASSEE COMMUNITY PUBLIC LIBRARY;99 FREEMAN AVENUE;TALLASSEE;36078;3342832732;23851;-85883518;32535026
AL;AL0057;104-009;WETUMPKA PUBLIC LIBRARY;212 SOUTH MAIN STREET;WETUMPKA;36092;3345671308;28021;-86205728;32536194
AL;AL0059;516-001;FLORENCE - LAUDERDALE PUBLIC LIBRARY;350 NORTH WOOD AVENUE;FLORENCE;35630;2567646564;250952;-87674756;34803718
AL;AL0060;999-039;TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY;511 NORTH MAIN STREET;TUSCUMBIA;35674;2563837065;10605;-87703521;34736611
AL;AL0061;999-042;LEIGHTON PUBLIC LIBRARY;8740 MAIN STREET;LEIGHTON;35646;2564465380;2370;-87529018;34700781
AL;AL0062;999-050;MUSCLE SHOALS PUBLIC LIBRARY;1918 EAST AVALON AVENUE;MUSCLE SHOALS;35661;2563869212;249660;-87647022;34744439
AL;AL0063;516-004;ROGERSVILLE PUBLIC LIBRARY;74 BANK STREET;ROGERSVILLE;35652;2562470151;22115;-87291968;34824767
AL;AL0064;999-066;SHEFFIELD PUBLIC LIBRARY;316 NORTH MONTGOMERY AVENUE;SHEFFIELD;35660;2563865633;25000;-87698601;3476108
AL;AL0065;106-000;NORTHWEST REGIONAL LIBRARY;185 ASHWOOD DRIVE;WINFIELD;35594;2054872330;0;-87814982;33930851
AL;AL0066;106-001;HAMILTON - CLYDE NIX PUBLIC LIBRARY;350 BEXAR AVENUE WEST;HAMILTON;35570;2059214290;12328;-87992912;34143417
AL;AL0067;106-002;KENNEDY PUBLIC LIBRARY;17885 HIGHWAY 96;KENNEDY;35574;2055963670;283;-87949839;3362142
AL;AL0068;106-003;GUIN - MCHS COMMUNITY LIBRARY;8115 U.S. HIGHWAY 43;GUIN;35563;2054682544;5698;-87915073;33973692
AL;AL0069;106-004;MILLPORT PUBLIC LIBRARY;920 BLACK STREET;MILLPORT;35576;2056624286;4765;-88087372;33561504
AL;AL0070;106-005;RUSSELLVILLE PUBLIC LIBRARY;110 EAST LAWRENCE STREET;RUSSELLVILLE;35653;2563321535;10401;-87730568;34504874
AL;AL0071;106-006;SULLIGENT PUBLIC LIBRARY;514 ELM STREET;SULLIGENT;35586;2056988631;6012;-88134976;33903872
AL;AL0072;106-007;VERNON - MARY WALLACE COBB MEMORIAL LIBRARY;110 FIRST AVENUE WEST;VERNON;35592;2056956123;10126;-8811074;3375793
AL;AL0073;106-008;RED BAY - WEATHERFORD PUBLIC LIBRARY;307 4TH AVENUE SOUTH;RED BAY;35582;2053569255;5971;-88146424;34442276
AL;AL0074;106-009;WINFIELD PUBLIC LIBRARY;185 ASHWOOD DRIVE;WINFIELD;35594;2054872484;19121;-87814982;33930851
AL;AL0076;107-001;ATHENS - LIMESTONE PUBLIC LIBRARY;603 JEFFERSON STREET;ATHENS;35611;2562321233;80244;-86972474;34797124
AL;AL0077;107-002;DECATUR PUBLIC LIBRARY;504 CHERRY STREET NE;DECATUR;35601;2563532993;184022;-86981368;34605971
AL;AL0078;107-003;HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE;152 SPARKMAN STREET NW;HARTSELLE;35640;2567739880;10014;-86934972;34444163
AL;AL0079;107-004;LAWRENCE COUNTY PUBLIC LIBRARY;401 COLLEGE STREET;MOULTON;35650;2569740883;23932;-87294765;34476036
AL;AL0080;500-000;BALDWIN COUNTY LIBRARY COOPERATIVE;22251 PALMER STREET;ROBERTSDALE;36567;2519704010;29980;-87716873;30550331
AL;AL0081;500-001;DAPHNE PUBLIC LIBRARY;2607 U.S. HIGHWAY 98;DAPHNE;36526;2516212818;300271;-87904874;30617327
AL;AL0082;500-002;FAIRHOPE PUBLIC LIBRARY;501 FAIRHOPE AVENUE;FAIRHOPE;36532;2519287483;193955;-87901025;30523067
AL;AL0083;999-072;FOLEY PUBLIC LIBRARY;319 EAST LAUREL AVENUE;FOLEY;36535;2519437665;560351;-87679358;30406408
AL;AL0084;500-004;BAY MINETTE PUBLIC LIBRARY;205 WEST SECOND STREET;BAY MINETTE;36507;2515801648;75000;-87776132;30882567
AL;AL0085;500-005;LOXLEY PUBLIC LIBRARY;1001 EAST LOXLEY AVENUE;LOXLEY;36551;2519645695;18672;-87752894;30619922
AL;AL0086;500-006;OSCAR JOHNSON MEMORIAL LIBRARY;21967 SIXTH STREET;SILVERHILL;36576;2519455201;3000;-87751896;30545199
AL;AL0087;999-071;ROBERTSDALE PUBLIC LIBRARY;18301 PENNSYLVANIA STREET;ROBERTSDALE;36567;2519478960;68723;-87711888;30553667
AL;AL0088;500-008;GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY;221 WEST 19TH AVENUE;GULF SHORES;36542;2519681176;172949;-87690215;30272466
AL;AL0090;501-001;ADAMSVILLE PUBLIC LIBRARY;4825 MAIN STREET;ADAMSVILLE;35005;2056743399;12620;-86953631;33600449
AL;AL0091;501-002;BESSEMER PUBLIC LIBRARY;400 19TH STREET N;BESSEMER;35020;2054287882;108182;-86954946;33403346
AL;AL0092;501-003;MOUNTAIN BROOK - EMMET O`NEAL LIBRARY;50 OAK STREET;MOUNTAIN BROOK;35213;2058790459;242905;-8675615;33501208
AL;AL0093;501-004;FAIRFIELD - WALTER J. HANNA MEMORIAL LIBRARY;4615 GARY AVENUE;FAIRFIELD;35064;2057836007;13402;-86915367;33491112
AL;AL0094;501-005;FULTONDALE PUBLIC LIBRARY;500 BYRD LANE;FULTONDALE;35068;2058496335;55000;-86804106;33606136
AL;AL0095;501-006;GARDENDALE - MARTHA MOORE PUBLIC LIBRARY;995 MT. OLIVE ROAD;GARDENDALE;35071;2056316639;95838;-86818548;33650464
AL;AL0096;501-007;GRAYSVILLE PUBLIC LIBRARY;315 SOUTH MAIN STREET;GRAYSVILLE;35073;2056743040;9755;-86973359;33626555
AL;AL0097;501-008;HOMEWOOD PUBLIC LIBRARY;1721 OXMOOR ROAD;HOMEWOOD;35209;2053326600;465007;-86795474;33475454
AL;AL0098;501-009;HOOVER PUBLIC LIBRARY;200 MUNICIPAL DRIVE;HOOVER;35216;2054447800;546063;-8680512;33388846
AL;AL0099;501-010;HUEYTOWN PUBLIC LIBRARY;1372 HUEYTOWN ROAD;HUEYTOWN;35023;2054911443;36400;-86996965;33448037
AL;AL0100;501-011;IRONDALE PUBLIC LIBRARY;105 20TH STREET SOUTH;IRONDALE;35210;2059511415;21373;-86706538;33537768
AL;AL0101;501-012;LEEDS - JANE CULBRETH LIBRARY;8104 PARKWAY DRIVE;LEEDS;35094;2056995962;41059;-8654166;33543487
